ASIN,Title,Subtitles,Language,Release year,Release date,Rated,Run time,Description,Contributors,Actors,Directors,Producers,Media Format,Genres,Customer Reviews,IMDb,Number of discs,Studio
B002EEAJXI,"""Opposable Chums: Guts & Glory at The World Series of Birding""",,,,"June 23, 2009",G,,...the best film I've ever seen about birding. -,,"David Sibley, Kenn Kaufman, Pete Dunne",,,,,,7.8,1,BoulderOak Films
B000FNNI3I,Devil Boat: The Saga of PT 658,,English,,"July 17, 2012",Unrated,1 hour and 6 minutes,"Documentary on the PT boats of WWII. The story of John F. Kennedy and PT 109 is celebrated in this programme, along with the rescue of General Douglas MacArthur from the Phillippines by Lt. John D. Bulkley's PT boat. Known as the Mosquito Fleet, the small, fast and heavily armed PT boats did much to turn the tide in the Pacific, the Mediterranean and in the English Channel during WW II. The documentary also follows a group of Portland, Oregon PT boat Veterans as they attempt to resurrect a PT boat from the ravages of time and neglect, 60 years after the war's end.",,Devil Boat: Saga of Pt 658,,,,,,,,Shout! Factory / Timeless Media
B000XJSL9U,Live Free or Die Hard,,English,2007,,PG-13,2 h 5 min,,,,Len Wiseman,"Michael Fottrell,Arnold Rifkin,William Wisher",,"Action,Adventure,Compelling,Intense",,7.1,,20th Century Fox
B004P7CME6,Children of the Corn Triple Feature (Children of the Corn II: The Final Sacrifice / Children of the Corn III: Urban Harvest / Children of the Corn IV: The Gathering),,English,,"April 12, 2011",R,4 hours and 26 minutes,Children of the Corn II: The Final Sacrifice,,"Terence Knox, Paul Scherrer, Daniel Cerny, Ron Melendez, Naomi Watts",,,"NTSC, Color, Multiple Formats, Widescreen, Box set",Kids & Family,,,,Echo Bridge Home Entertainment
B000065U33,High Stakes,,,,,NR,,,,,,,,,,,1,
B00008XFAM,The Last Temptation of Christ,,English,,,R,2 hours and 35 minutes,"Netherlands released, PAL/Region 2 DVD: it WILL NOT play on standard US DVD player. You need multi-region PAL/NTSC DVD player to view it in USA/Canada: LANGUAGES: Dutch ( Dolby Digital 2.0 ), English ( Dolby Digital 5.1 ), French ( Dolby Digital 2.0 ), Italian ( Dolby Digital 2.0 ), Spanish ( Dolby Digital 2.0 ), Czech ( Subtitles ), Danish ( Subtitles ), Dutch ( Subtitles ), English ( Subtitles ), Finnish ( Subtitles ), French ( Subtitles ), German ( Subtitles ), Hungarian ( Subtitles ), Norwegian ( Subtitles ), Polish ( Subtitles ), Portuguese ( Subtitles ), Swedish ( Subtitles ), Turkish ( Subtitles ), ANAMORPHIC WIDESCREEN (1.85:1), SPECIAL FEATURES: Interactive Menu, Scene Access, Trailer(s), SYNOPSIS: Willem Dafoe plays Jesus Christ in this extraordinarily controversial adaptation of Nikos Kazantzaki's novel. The film depicts a sometimes reluctant, self-doubting Jesus, gradually coming to accept His divinity and the inexorability of His ultimate fate. The much-maligned sex scene with Mary Magdalene (Barbara Hershey) occurs as an hallucination experienced by Jesus as he suffers on the cross. This particular sequence was what infuriated the film's most rabid critics, but in fact it is just one of many iconoclastic musings to be found in the film and its source novel. Equally volatile are the intimations that, as a carpenter, Jesus indifferently shaped the crucifixes for other condemned prisoners long before his own fate was sealed, and that Judas (Harvey Keitel) was literally manipulated into betrayal by a Christ whose preoccuption with his own destiny compelled him to 'use' others. None of these departures from the normal interpretation of the scriptures are offered as any more than theory; as such, it was accepted as food for thought by the more open-minded clerics and Biblical scholars who recommended the film. SCREENED/AWARDED AT: Golden Globes...The Last Temptation of Christ","Michael Been, Irvin Kershner, Victor Argo, Harry J. Ufland, Barbara Hershey, Thelma Schoonmaker, Paul Schrader, Michael Ballhaus, Martin Scorsese, Paul Greco, Verna Bloom, Steve Shill, Gary Basaraba, Willem Dafoe, Nikos Kazantzakis, Harvey Keitel, Barry Miller, Roberts Blossom, Barbara De Fina","Willem Dafoe, Harvey Keitel, Barbara Hershey, Paul Greco, Steve Shill",,,,,,7.5,,Universal
1567301193,Celine and Julie Go Boating VHS,,,,"November 11, 1998",Unrated,,Celine and Julie Go Boating VHS,,"Labourier, Berto",,,,,,7.2,,New Yorker Video
B000CIWXT6,"Mozart - La Finta Giardiniera / Richard Croft, Ann-Christine Biel, Petteri Salomaa, Stuart Kale, Britt-Marie Aruhn, Arnold Ostman, Drottningholm Theatre",,Italian,,"January 17, 2006",NR,2 hours and 29 minutes,"Mozart's charming opera tells the story of a Countess who disguises herself as a gardener in order to find and forgive her lover, who thinks he has killed her in a quarrel. The score is one of real musical delights with uncommonly rich and full orchestrat","Stuart Kale, Britt-Maria Aruhn, Annika Skoglund, Drottningholm Opera, Arnold Östman, Richard Croft, Eva Pilat","Richard Croft, Britt-Maria Aruhn, Stuart Kale, Eva Pilat, Arnold Östman",,,"Color, NTSC, Multiple Formats, Classical","Music Video & Concerts, Musicals & Performing Arts/Classical",,8.0,,Arthaus
B003UESJEW,The Company Men [Blu-ray],,English,,"June 7, 2011",R,1 hour and 45 minutes,"Bobby Walker (Ben Affleck) is living the proverbial American dream: great job, beautiful family, shiny Porsche in the garage. When corporate downsizing leaves him and co-workers Phil Woodward (Chris Cooper) and Gene McClary (Tommy Lee Jones) jobless, the three men are forced to re-define their lives as men, husbands and fathers. ",,"Tommy Lee Jones, Ben Affleck, Kevin Costner, Maria Bello, Chris Cooper",,,"Blu-ray, Widescreen, Multiple Formats, NTSC",Drama,,6.7,,The Weinstein Company/Anchor Bay Entertainment
B00005Q5N4,Switching Goals VHS,,,,,,,,,"Mary-Kate Olsen, Ashley Olsen, Kathryn Greenwood, Joe Grifasi, Trevor Blumas",,,,,,4.9,1,
B006A9XTYY,I Melt With You,,English,,"February 28, 2012",R,1 hour and 56 minutes,"Richard (Thomas Jane), Ron (Jeremy Piven), Jonathan (Rob Lowe), and Tim (Christian McKay) are friends from college who gather each year for a hardcore weekend of partying. As the weekend progresses, fueled by sex, drugs, and rock n roll, their reunion drives them to an unexpected place where each is forced to confront himself and the choices hes made in his life.","Alain Siritzky, Tom Donald, Thomas Jane, Tom Bower, Rebecca Creskoff, Melora Hardin, Melora Walters, Anthony Newfield, August Emerson, Abhi Sinha, Rob Cowan, Jeremy Piven, Mark Pellington, Zander Eckhouse, Norman Reiss, Christian McKay, Anne Marie Hunter, Carla Gugino, Joe Reegan, Sasha Grey, Arielle Kebbel, Rob Lowe, Emma Friedman","Thomas Jane, Jeremy Piven, Rob Lowe, Christian McKay, Carla Gugino",,,"NTSC, Subtitled, Multiple Formats, Closed-captioned, Dolby, Widescreen, AC-3, Color",Mystery & Suspense,,5.9,,Magnolia Home Entertainment
B003E4B0F8,Phyllis and Harold,,English,,,NR,,"DVD of Cindy Kleine's ""Phyllis and Harold.""",,,,,,,,6.3,,
B004M7N40U,RoboCop 2 [Blu-ray],,English,,,,,"Robocop 2: When Detroit's descent into chaos is further compounded by a police department strike and a new designer drug called Nuke, only Robocop can stop the mayhem. But in his way are an evil corporation that profits from Motor City crime and a bigger and tougher cyborg with a deadly directive: Take out Robocop. Containing the latest in gadgetry and weaponry as well as the brain of the madman who designed Nuke, this new cyborg isn't just more sophisticated than his predecessor...he's psychotic and out of control! And it's going to take everything Robocop has- maybe even his life-to save Detroit from complete and utter anarchy.",,,,,,Mystery & Thrillers,,5.8,,TCM
B000N2HD78,Doodlebops: Get Up & Groove With the Doodlebops (Full Frame),,English,,,,1 hour and 26 minutes,"Time to get up and move! When the Doodlebops are on the scene, there's no sitting still. Deedee, Rooney, and Moe have got the steps to get you moving and the music to keep you grooving all day long in these four funtastic episodes. And amidst the fun there's always a positive message kids can put into action. Don't miss this incredible chance to get up and groove with the Doodlebops! FAST & SLOW MOE: When Rooney's slow motion machine zaps Moe, the Doodlebops need to find a way to fast-forward him to his normal speed. STEP BY STEP: Deedee's in a big hurry to learn the latest dance steps, but sometimes too fast loses the race. Rooney and Moe help her find the right speed for learning the groove! FLAT-SITISs: When Rooney stops exercising, he get a bad case of flat-sitis. Learn how important exercise is when Rooney's lack of healthy movement turns him into a cardboard cutout. THE BAD DAY: Some days everything just turns out bad, even for super stars like the Doodlebops. Learn their secret for making everything OK.","Dylan Everett, Kim Roberts, Jackie Richardson, Shawn Kalb, Chad McNamara, Jonathan Wexler, Hugh Duffy, Kim Thompson, John Catucci, Ken Cuperus, Lisa Lennox, Ron Stefaniuk, Austin Macdonald, Jason Hopley",,,,"Closed-captioned, Color, Full Screen, DVD",Kids & Family,,,,
B008H6GHEW,Happy Endings: Seasons 1 & 2,,,,"August 14, 2012",NR,12 hours and 6 minutes,Happy Endings: Season One,,,,,NTSC,"Romance, Comedy, Sports",,7.9,,Sony Pictures Home Entertainment
6302241359,Body Rock [VHS],,,,"January 24, 1992",PG-13,1 hour and 33 minutes,VHS TAPE,"Tony Ganios, Adolph 'Oz' Alvarez, Joseph Whipp, Vicki Frederick, Chuck Russell, Desmond Nakano, Jeff Schechtman, Charles Weber, La Ron A. Smith, Phil Ramone, Marcelo Epstein, Lorenzo Lamas, Grace Zabriskie, Kimberly Lynn White, Michelle Nicastro, Jon Feltheimer, Rene Elizondo, Cameron Dye, Seth Kaufman, Ray Sharkey","Lorenzo Lamas, Vicki Frederick, Cameron Dye, Michelle Nicastro, Ray Sharkey",,,,,,3.7,,Starmaker/Anchor Bay
B00074DXMQ,Starkweather,,English,,,R,1 hour and 30 minutes,"Since childhood, Nebraska farm-boy Charles Starkweather has a schizophrenic Mr. Hyde side, a nameless dark figure, who inspires him to be cruel for the kicks. Having grown up to a 19 year old garbageman and fallen in love with weird girl 14 year old girlfriend Caril Ann Fugate, he gets completely out of control, killing of her entire family and various other singles of groups during their ensuing inter-state car-chase, hunted down by sheriff Merle Karnopp and a growing army of cops and press, then unprecedented.",,"Lance Henriksen, Al Sapienza, Jerry Kroll, Brent Taylor, Shannon Lucio",,,,,,,,Velocity Home Entertment
B0030U1THU,Women in Prison LiteBox (Women in Fury / Violence in a Women's Prison / Shadow: Dead Riot) [DVD],,English,,"March 2, 2010",Unrated,4 hours and 40 minutes,"Shadow Dead Riot -Horror icon Tony Todd (Clive Barker's Candyman series) delivers his most powerful and evil performance as Shadow, an executed and resurrected serial killer who invades a women's prison in search of the girl known only as Solitaire (Carla Greene)! Solitaire senses her impending doom and prepares to single-handedly take on Shadow and his army of zombies in a supernatural martial arts showdown! Shadow: Dead Riot is a unique stylistic fusion of Asian-style action, zombie horror and women's prison drama. Violence In A Women's Prison -Planning to expose the corrupt practices of a women's prison, Emanuelle goes undercover as an inmate. She is shocked by the guards' brutal treatment of the inmates, but she never gets a chance to report these horrors. When her actual identity is revealed, she finds herself on the receiving end of even worse tortures. Starring Laura Gemser, Franca Stoppi (Buio Omega) and Lorraine De Selle (Cannibal Ferox). Women In Fury -Covering for her brother, who killed a Brazilian drug lord, Angela Duvall is sent to a women's prison. Trapped behind bars, Angela's beauty excites the passions in her fellow prisoners and the guards alike. Unfortunately, she also catches the eye of a group of inmates who work for the man her brother murdered. In order to live long enough for her brother's confession to arrive, she must escape with her fellow prisoners into the dark Brazilian jungle!",,"Suzane Carvalho, Laura Gemser, Tony Todd",,,"DVD, NTSC, Box set, Color","Horror, Drama",,,,Shriek Show
B003UESJEM,The Company Men,,English,,"June 7, 2011",R,1 hour and 45 minutes,In creating ,,"Tommy Lee Jones, Ben Affleck, Kevin Costner, Maria Bello, Chris Cooper",,,"Color, NTSC, Multiple Formats, Widescreen",Drama,,6.7,,Lionsgate
B001DDY6NU,The Horror Collection V.1 10-DVD Set,,English,,"September 30, 2008",NR,52 hours and 36 minutes,"The Ultimate Cult-Classic Horror Collection with 10-DVDs, 41 Movies, and 52 Hours of Viewing!","Richard Boone, John Carradine, Vincent Price, Christopher Lee, Geoffrey Lewis, Boris Karloff, Bela Lugosi, Jack Nicholson, Various","Bela Lugosi, Vincent Price, Boris Karloff, Christopher Lee, Jack Nicholson",,,"Box set, Multiple Formats, Color, NTSC",Horror,,,,Echo Bridge Home Entertainment
B001D3GJ0S,"Walking Between Worlds, Belonging to None - The Ann Andrews Story",,,2008,,NR,1 h 4 min,,,,Steve Mitchell,Reality Films,,"Special Interest,Documentary",,5.3,,Unavailable
B001609ST2,Eyes Front,,,2008,,18+,1 h 10 min,,,,Darren Doane,,,Horror,,4.4,,Egami
B007PZ6STK,Zoom Up: The Beaver Book Girl,,,,"June 12, 2012",X,,"Impulse Pictures is proud to present the controversial Nikkatsu classic, ZOOM UP: THE BEAVER BOOK GIRL, a sexually perverse mystery set within the adult magazine industry. A woman is brutally assaulted in an abandoned factory, and her assailant escapes into the darkness after dropping a wad of money. A few years later, a photographer specializing in schoolgirl panty shots meets his match when a mysterious femme fatale volunteers to be his new model. This woman used to be the ""queen"" of the skin magazines, but she is also hiding a terrible secret and may be a wanted fugitive. Will the photographer escape her sexual grasp? ZOOM UP: THE BEAVER BOOK GIRL is a film spawned from the Dark Manga stories of Takashi Ishii, featuring women troubled by the psychological effects of sexual violence. Barely staying within the boundaries of Japanese censorship laws, this film will shock and surprise you.",,"Kumiko Hayano, Junko Mabuki, Yoshiko Sasaki",,,,,,,1,Impulse Pictures
B001DDY6NA,America's Greatest Westerns Collector Set V.4,,English,,"September 30, 2008",Unrated,,"10 DVDs, 40 Movies, and 38 Hours of Viewing!","John Wayne, Gail Davis, Roy Rogers, Buster Crabbe, Tex Ritter, George &#34, Gene Autry, Gabby&#34, Hayes, Various, Rita Hayworth","Roy Rogers, George &#34, Gabby&#34, Hayes, John Wayne",,,"Multiple Formats, Box set, Color, NTSC",Westerns,,,,Echo Bridge
B000N2HD7I,Miracle in the Woods,,,,"March 13, 2007",Unrated,,Miracle In The Woods,,"Meredith Baxter, Anna Chlumsky, Patricia Heaton, Della Reese",,,,,,6.8,1,Questar
B00008G5ZY,Hollywood Goes to War,,English,,"April 16, 2002",Unrated,,,,,,,,,,,,Columbia River Ent.
B00009AOBJ,Ffolkes,,English,,"August 12, 2003",PG,,"Roger Moore, Anthony Perkins and James Mason star in this fast-paced, edge-of-your-seat espionage thriller. Madman Lou Kramer (Perkins) captures and threatens to destroy a vital North Sea oil rig in 24 hours unless the British government delivers a huge ransom. Only one man has the skills to defeat him - Rufus Excalibur Ffolkes (Moore), a reclusive underwater expert who leads an elite commando team. Ffolkes and his team plot their high-seas assault in a race against the clock. Entertaining, action-packed, humorous and offbeat, ffolkes is in a genre all its own!","David Hedison, Michael Parks, George Baker, Jack Watson, Andrew V. McLaglen, Elliott Kastner, Roger Moore, Jack Davies, Anthony Perkins, James Mason","Roger Moore, Anthony Perkins, James Mason, Michael Parks, David Hedison",,,"Color, Multiple Formats, Widescreen, Closed-captioned, NTSC","Suspense, Action & Adventure",,6.3,,Universal Pictures
B00284BV9A,Pendulum,,,,"April 30, 2009",,1 hour and 34 minutes,"A gripping story of power, betrayal and murder. When an esteemed Law professor is discovered murdered, detective Amanda Reeve (supermodel Rachel Hunter) is pulled off a case that she has been working on involving a serial killer who stalks and murders young women while taunting the detectives who are after him. She is re-assigned to the ""Emerson"" case by the powerful District Attorney Edward Mills (James Russo). Amanda quickly finds herself drawn into an investigation where the truth could cost powerful men their positions and reputations. During her investigation, Amanda questions two law students, who are as intelligent as they are beautiful. They seem to hold some of the answers to the murder. However, their motive is not to reveal the professor's killer; rather, they want to expose the truth about Emerson's sexual involvement with some of his students, a matter which the District Attorney is determined to keep hidden. Amanda becomes infuriated when she finds that Emerson's past, as well as her belief that there is a connection between the serial murders and the Emerson killing, are matters that those in power will not pursue. Adding to Amanda's problems is that her former lover, Assistant District Attorney, William Cobb (Matt Battaglia) could be part of the cover up. As Amanda continues to dig up the truth, she realizes it may cost her everything.","Jason Kabolati, Rachel Hunter, Stephanie Vogt, James D. Deck, Matt Bataglia, Alaina Huffman, James Russo","Rachel Hunter, James Russo, Matt Bataglia, Stephanie Vogt, Alaina Huffman",,,NTSC,Mystery & Thrillers,,,,Vision Films
0971052204,Attain Any Goal-Video [VHS],,,,"January 1, 1997",,2 hours,"""This seminar was one of the most profound experiences of my life."" -- ",,"Burkan, Tolly",,,,,,,1,
B000CIWXTG,"Handel - Giulio Cesare / Oliver, Podles, de la Merced, Beaumont, Domenech, Hofstetter (Teatre Liceu, Barcelona)",,Italian,,,Unrated,,,,,,,,Performing Arts,,,,
B00092997Y,The Wedding Singer (Mini DVD),,English,,,NR,1 hour and 35 minutes,,"Jodi Thelen, Ellen Albertini Dow, Christine Taylor, Christina Pickles, Patrick McTavish, Alexis Arquette, Matthew Glave, Allen Covert, Adam Sandler, Drew Barrymore, Angela Featherstone, Frank Sivero, Tim Herlihy, Frank Coraci","Adam Sandler, Drew Barrymore, Christine Taylor, Allen Covert, Matthew Glave",,,,,,6.9,,New Line Home Video
B000O3HFX8,Wolfmother: Please Experience Wolfmother,,English,,"November 20, 2007",NR,1 hour and 11 minutes,WOLFMOTHER PLEASE EXPERIENCE,,Wolfmother,,,,,,,,Interscope Records
B000ICMF12,West Coast Swing - Beginner-Intermediate-Advanced,,,,"March 1, 2006",,,Instructional 2-disc DVD set teaches the West Coast Swing. The West Coast Swing is a slotted swing dance which originated in California but is now popular all over the United States.,,"Gary McIntyre
Lisa McIntyre",,,,,,,2,The Dance Store
B003IOB6SK,Bah Humduck! A Looney Christmas,,English Dialogue Boost: Medium,2006,,ALL,46min,,,,Charles Visser,Frank Molieri,,"Animation,Kids,Gentle,Imaginative",,6.3,,WARNER BROS.
B002KBA750,Lindsay Brin's CFS Method with Moms Into Fitness,,,,"September 24, 2009",G,,"Lindsay Brin, author of ",,Lindsay Brin,,,,,,,1,Moms Into Fitness
B001LNWSMS,Three Stooges: Greatest Routines (in Color),,,1965,,13+,1 h 26 min,,,,Various,,,"Comedy,Drama,Campy,Fun",,,,Legend Films
B00008G5ZV,The Road to Berlin,,English,,"April 16, 2002",Unrated,,Brand New! DVD still sealed in original factory wrapping!!,,,,,,,,,,Columbia River Ent.
B00022LIR0,The Royal Bed,,,,"June 22, 2004",Unrated,,A lackadaisical king is confronted by a revolution when his iron-fisted wife takes a vacation.,,"Astor, Mary, Auer, Mischa, Blaine, Nancy Lee, Burt, Frederick, Bushell, Anthony",,,,,,5.8,1,Alpha Video
B001DXC3EE,Mister Peepers - Season 2,,,,"November 11, 2008",NR,,"Wally Cox, as Mr. Peepers, plays a shy science teacher at Jefferson Junior High. But what makes Mr. Peepers so unique that although he seems to be mild mannered, easily bullied, baffled and befuddled by every day life, he had the strength of his convictions to insure his life was fulfilled and that no matter what, he prevailed Because of that, he became an every man, a man we could identify with, someone we could aspire to be like. The fact he put others before himself, that he genuinely cared about his students and those around him, including his sister and mother, despite the obstacles life constantly put before him, he always prevailed.",,Mister Peepers,,,,,,,4,Smore - Image
6303343635,Swimsuit [VHS],,,,,,,,,,,,,,,5.2,,
B000065U3A,The Nashville Sound,,,,,NR,,dvd,,,,,,,,7.0,,
B00008G5ZX,Rosie the Riveter [DVD],,English,,,NR,1 hour and 15 minutes,"During World War II, an important social transformation took place in American society. As men left for the armed forces, millions of moms, daughters, and sisters joined the labor force working in factories due to the high demand of wartime productions. Features newsreels, propaganda, documentaries, movies, music, and humor from that period to show how traditional American ideals, lifestyles, morals, and ethics changed dramatically during World War II. Episodes include: ""String of Pearls,"" ""On the Shady Side if the Street,"" and ""It's Been A Long, Long Time.""",,,,,,,,6.4,,Columbia River Ent.
B000065U3J,Santee [DVD],,English,,"January 1, 1973",PG,1 hour and 33 minutes,dvd,"Glenn Ford, Dana Wynter, Jay Silverheels, John Larch, Harry Townes, Michael Burns, Gary Nelson, Robert Donner, Brand Bell, Taylor Lacher, X Brands, John Bailey, Thomas W. Blackburn, Caruth C. Byrd, Robert J. Wilke","Glenn Ford, Michael Burns, Dana Wynter, Jay Silverheels, Harry Townes",,,,,,5.7,,Rhino Theatrical
6301053044,Bad News Bears Go to Japan [VHS],,"English, Japanese",,"March 4, 1991",PG,1 hour and 31 minutes,,"Matthew Anton, Tony Curtis, George Wyner, David Pollock, Antonio Inoki, Hatsune Ishihara, Brett Marx, Tomisaburô Wakayama, Terry Carr, Michael Ritchie, Jackie Earle Haley, Bill Lancaster, John Berry, Kôzô Okazaki, George Gonzales, Gene Polito, Erin Blunt, Hisashi Yabe, Lonny Chapman","Tony Curtis, Jackie Earle Haley, Tomisaburô Wakayama, Antonio Inoki, Hatsune Ishihara",,,,,,3.7,,Paramount
B0039QEAIU,Inspector Clouseau,,English,1968,,G,1 h 35 min,,,,Bud Yorkin,Lewis J. Rachmil,,"Comedy,Cheerful,Tense",,4.8,,MGM
B000065U3K,Superchick [DVD],,English,,,NR,1 hour and 34 minutes,An airline stewardess has a most unusual problem - she's so attractive that she has to wear a disguise in order to keep men away from her. A light sex comedy. Product Details Number of Discs: 1 Rating: R (MPAA) Film Country: USA UPC: 603497606825 Additional Details Genre: Comedies Format: DVD Region: Region 1,"Joyce Jillson, Thomas Reardon, Candy Samples, Ed Forsyth, Timothy Wayne Brown, Tony Young, John Carradine, Gary Crutcher, Norman Bartold, Louis Quinn, Ralph Campbell, Uschi Digard, Gus Peters","Joyce Jillson, Louis Quinn, Thomas Reardon, Tony Young, John Carradine",,,,,,3.8,,Rhino Theatrical
B000065U3Q,The Lord of the Rings - The Fellowship of the Ring,,,,"August 6, 2002",PG-13,,"Based on J.R.R. Tolkien's masterpiece, The Lord of the Rings: The Fellowship of the Ring is an epic adventure of good against evil, the power of friendship and individual courage. The saga centers around an unassuming Hobbit named Frodo Baggins who inherits a Ring that would give a dark and powerful lord the power to enslave the world. With a loyal fellowship of elves, dwarves, men and a wizard, Frodo embarks on a heroic quest to destroy the One Ring and pave the way for the emergence of mankind.",,"Elijah Wood, Ian McKellen, Orlando Bloom, Sean Bean, Alan Howard",,,,,,8.9,2,New Line Home Entertainment
B000YIGNCW,Right At Your Door,,English,,"January 29, 2008",R,1 hour and 36 minutes,"After multiple dirty bombs are detonated, spreading deadly toxic ash across Los Angeles, Brad inadvertently quarantines his wife, Lexi outside their new home by safely sealing himself inside. With the city under siege and Martial Law in effect, Brad and Lexi struggle to survive with little supplies, limited time and no information--all the while separated by thin doors and thinner sheets of plastic. When help finally does arrive, it appears to be anything but.","Chris Gorak, Palmer West, Thousand Words, Jonah Smith, Rory Cochrane, David Richards, Mary McCormack, Scotty Noyd Jr., Tony Perez, Nina Barry, Jenny O'Hara, Jon Huertas, Will McCormack, Max Kasch, Ed Martin","Mary McCormack, Rory Cochrane, Tony Perez, Scotty Noyd Jr., Jon Huertas",,,"NTSC, Widescreen, Dolby, Subtitled, Color, Closed-captioned, AC-3, Multiple Formats",Thriller,,6.0,,Lionsgate Home Entertainment
B006QF0SDM,Cruzando (English Subtitled),,,2007,,18+,1 h 34 min,,,,Mando Alvarado & Michael Ray Escamilla,"Michael Ray Escamilla,Mando Alvarado,Abby Paige Fenton,Pete Miller,René Garza",,"Comedy,Adventure,Drama",,6.2,,Vanguard Cinema
6300268918,"Devils, The",,,,"August 27, 1996",R,1 hour and 43 minutes,"Originally rated X, this film combines historical, comedic, and surrealistic elements to tell a tale of politics and witchcraft. In order to take over pre-rennaisance France, Cardinal Richelieu and his power-hungry followers will have to eliminate Father Grandier. Grandier controls the one town that keeps Richelieu from having total control of the region. The plan is to convince the townspeople that Grandier is a warlock and that all of his nuns are possessed by devils. The accusations are heard at a public trial - whose results may surprise you.",,"Redgrave, Reed",,,,,,7.7,,Warner Studios
B00029RRIM,Essential Techniques for Acoustic Bass 1&2 DVD,,English,,"June 22, 2004",Unrated,2 hours and 30 minutes,"These instructional DVDs for beginners to experienced players includes detailed info on setup, developing strength and stamina, and familiarizing yourself with the fingerboard via on-screen diagrams and close-up cameras.",,Todd Phillips,,,"Multiple Formats, NTSC, Color, Closed-captioned","Special Interests, Music Video & Concerts",,,,Hal Leonard
B000065U3I,The Patriot,,English,,"January 1, 1986",R,1 hour and 25 minutes,,"Rick McCallum (II), Jeff Conaway, Leslie Nielsen, Simone Griffeth, Denny Hale, Ron Adams, Terry Hite, Gregg Henry, Anthony Caldarella, Andy Lentz, Peter Griffin, Gene Lehfeldt, Paul Nielsen, Mike Muscat, Jack Spinney, King Williams, Ross Borden, Mike Gomez, Stack Pierce, Larry Moss (III), Frank Harris, Lorin Jean Vail, Glenn Withrow, Smith Osbourne, Bill Agin, Larry Mintz, Jacqueline Jacobs, Richard Diaz, Diane Stevenett, Dick Agin, Michael J. Pollard, B.L. Foley, Dan Agin, Jeff Agin, Sally Brown, Gary Kalpakoff","Gregg Henry, Simone Griffeth, Michael J. Pollard, Jeff Conaway, Stack Pierce",,,,,,3.1,,Rhino Theatrical
B000065U3F,Yoga for the Kid in All of Us,,English,,,NR,1 hour and 3 minutes,,,Chaz Rough,,,,,,,,Peter Pan
B000JGD27I,Mostly Martha (English Subtitled),,Deutsch,2002,,PG,1 h 46 min,,,,Sandra Nettelbeck,"Karl Baumgartner,Christine Berg,Dschingis Bowakow,Carlo Degli Esposti,Christoph Friedel,Marcel Hoehn,Rainer K?lmel,Ulrich Limmer,Michael Seeber,Heinz Stussak",,"Comedy,Romance,Passionate,Touching",,7.2,,Paramount
B004GIV40W,Hands Across The Rockies,,English,1941,,13+,56min,,,,Lambert Hillyer,Leon Barsha,,Western,,6.0,,Columbia Pictures
B000065U3L,Death Machines,,English,,"January 1, 1976",R,1 hour and 33 minutes,N/A,"Chuck Katzakian, Michael Chong, Ray Rustigian, Joshua Johnson, Ronald L. Marchini, Mari Honjo, Philip DeAngelo, John Lowe, Ron Ackerman, Bob Cori, Edward Blair, Paul Kyriazi, Joe Walders, George Neal","Ronald L. Marchini, Michael Chong, Joshua Johnson, Mari Honjo, Ron Ackerman",,,,,,4.1,,Rhino Theatrical
B000065U3M,Blues Masters - The Essential History of the Blues,,English,,"May 28, 2002",Unrated,,"Born on the plantations of the Mississippi Delta, the blues is America's root music. Few performances of the early masters were ever captured on film, but those that were are profoundly insightful and entertaining. On this DVD, enjoy these blues masters:",,"Leadbelly, Bessie Smith",,,"Black & White, Color, Multiple Formats, Dolby, NTSC","Music Video & Concerts, Blues",,,,Rhino
630243940X,Shakes the Clown,,,,"May 2, 2000",,,,"Herriott, Scott, Kazurinsky, Tim, Kozlowski, Paul, Baum, Bruce, Hurley, Melissa, Edelstein, Gerald F., Clark, Blake, Lassick, Sydney, Coyle, Eliza, Dooley, Paul, Griffin, Kathy, Kramer (III), Jeremy, Gosney, Paige, Gallagher (VI), Jack, Henderson, Florence, Williams, Robin, Brown, Julie, Kenny, Tom, Bean, Steve","Baum, Bruce, Bean, Steve, Brown, Julie, Clark, Blake, Coyle, Eliza",,,,,,5.6,,Columbia/Tristar Studios
B000YDKAOO,Trail of Vengeance,,,,"November 9, 2022",NR,,"The sound of gunshots lures Dude Ramsey to a man bleeding to death in the desert. The victim, Steve Warner, passes him a piece of paper - his will - bequeathing a gold mine to his daughter, Jean. Warner is the second person to die over this claim. The first was Ramsey's brother. Grief-stricken, Jean tells Ramsey of her suspicions that mob boss, Link Carson, is behind the murders, but she has no concrete proof. With a lightning fast draw and two powerful fists, Ramsey has all he needs to confront Carson and his gang.",,"Johnny Mack Brown, Iris Meredith, Karl Hackett, Warner P. Richmond, Frank Ellis",,,,,,6.5,1,Alpha Video
6303495567,Father [VHS],,,,"January 1, 1998",,1 hour and 28 minutes,,"Sándor Sára, Ilona Petényi, Judit Halász, Miklós Gábor, Klári Tolnay, Kati Sólyom, Zsuzsa Ráthonyi, Judit Zsolnai, János Rózsa, Dániel Erdély, Zsuzsa Balogh, István Szabó, Rita Békés, András Bálint, Anna Nagy","András Bálint, Miklós Gábor, Dániel Erdély, Kati Sólyom, Klári Tolnay",,,,,,7.5,,Connoisseur
